"Ref	Cite_in	DOI	Classe	Sous classe	Super ordre	Ordre	Sous ordre	Famille	Genus	Species	Functional_group	Diet_type	Diet_type_ajout	Ref_ajout_diet	C_mean	C_sd	N_mean	N_sd	P_mean	P_sd	P_MinMax	C/N_mean	C/N_sd	C/P_mean	C/P_sd	N/P	DryMass (g)	DryMass_sd (g)	DryMass_ajout	DryMass_sd_ajout	Ref_ajout_DryMass	WetMass (g)	WetMass_ajout	Ref_ajout_WetMass	Body_length(m)	Body_length_sd(m)	C_mean_sample_size	N_mean_sample-size	P_mean_sample_size	Mass_sample_size	Age_Stage(???)	Biome	Biome ajout	Ref biome ajout	Stoichio data source	Body_mass data source	Observation	Agent	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Ratio_method";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			23.47		4.73		0.31			5.78893587033122		198.08		34.21	0.01713															Marine			Species mean same study	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			23.48		4.72		0.31			5.80367231638418		198.14		34.13	0.01738															Marine			Species mean same study	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			23.49		4.2		0.31			6.525		198.25		30.37	0.02001															Marine			Species mean same study	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			28.1		6.1		0.3			5.37431693989071		241.97		45.02	0.02253															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			33.65		5.68		0.31			6.91167840375587		284.06		41.1	0.05298															Marine			Species mean same study	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			33.66		5.72		0.31			6.86538461538462		284.14		41.35	0.06648															Marine			Species mean same study	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			33.66		5.67		0.31			6.92592592592593		284.1		41.05	0.07261															Marine			Species mean same study	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Clione	limacina	Invert	C			33.69		5.64		0.31			6.96897163120567		284.33		40.83	0.1134															Marine			Species mean same study	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.55		10.64					4.6655701754386					5E-08															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42		12					4.08333333333333					5E-08															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.42		12.12		1.52			4.08333333333333		72.33		17.71	7E-08															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.25		11.27		1.41			4.37370600414079		77.5		17.71	7E-08															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.47		10.96		1.37			4.52083333333333		80.08		17.71	7E-08															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.01		11.83		1.08			4.24161735700197		103.33		24.36	9E-08															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.01		11.83		1.08			4.24161735700197		103.33		24.36	9E-08															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.3		11.34		1.03			4.45473251028807		108.5		24.36	1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.86		11.22		1.02			4.45662507427213		108.5		24.36	1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.57		11.88		0.99			4.18055555555556		111.08		26.57	1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.72		11.65		0.97			4.27811158798283		113.67		26.57	1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.72		11.65		0.97			4.27811158798283		113.67		26.57	1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.27		11.54		0.96			4.37449451184287		116.25		26.57	1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.73		11.82		0.91			4.21756909193457		121.42		28.79	1.1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.98		11.4		0.88			4.39853801169591		126.58		28.79	1.1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.62		11.48		0.82			4.33130081300813		134.33		31	1.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.09		11.38		0.81			4.41754540128881		136.92		31	1.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.74		11.29		0.81			4.41659285503395		136.92		31	1.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.54		11.94		0.75			4.15661641541039		147.25		35.43	1.3E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.65		11.77		0.74			4.22755593316341		149.83		35.43	1.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.75		11.59		0.73			4.30327868852459		152.42		35.43	1.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.86		11.43		0.71			4.37474482356372		155		35.43	1.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.96		11.27		0.7			4.4472049689441		157.58		35.43	1.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.06		11.81		0.69			4.25373976855772		160.17		37.64	1.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.06		11.81		0.69			4.25373976855772		160.17		37.64	1.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.76		11.72		0.69			4.25654152445961		160.17		37.64	1.5E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.04		11.39		0.63			4.40854550775534		175.67		39.86	1.6E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.13		11.88		0.63			4.23554994388328		178.25		42.07	1.6E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.86		11.8		0.62			4.23757062146893		178.25		42.07	1.6E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.95		11.66		0.61			4.29745568896512		180.83		42.07	1.6E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.03		11.52		0.61			4.35778356481482		183.42		42.07	1.7E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.03		11.52		0.61			4.35778356481482		183.42		42.07	1.7E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.77		11.45		0.6			4.35793304221252		183.42		42.07	1.7E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.11		11.38		0.6			4.41959578207381		186		42.07	1.7E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.69		11.7		0.59			4.25683760683761		188.58		44.29	1.7E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.18		11.36		0.57			4.43456572769953		196.33		44.29	1.8E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.09		11.6		0.55			4.33376436781609		201.5		46.5	1.8E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.7		11.35		0.54			4.38913362701909		204.08		46.5	1.9E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.78		11.77		0.54			4.24044180118947		206.67		48.71	1.9E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43.15		11.68		1.02			4.31007420091324		109.79		25.46	2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.93		11.62		1.01			4.31024096385542		109.79		25.46	2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.93		11.71		0.98			4.27711357813834		113.67		26.57	2.1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			43		11.59		0.97			4.3284440609721		114.96		26.57	2.1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.72		11.74		0.94			4.24531516183986		117.54		27.68	2.1E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.86		11.52		0.92			4.34056712962963		120.13		27.68	2.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.73		11.82		0.91			4.21756909193457		121.42		28.79	2.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.92		11.5		0.89			4.35420289855073		125.29		28.79	2.3E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.86		11.69		0.87			4.27744510978044		127.88		29.89	2.3E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.8		11.52		0.82			4.33449074074074		134.33		31	2.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.8		11.52		0.82			4.33449074074074		134.33		31	2.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.92		11.74		0.81			4.26519023282226		136.92		32.11	2.5E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.92		11.74		0.81			4.26519023282226		136.92		32.11	2.5E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.9		11.67		0.95			4.28877463581834		117.11		27.31	3.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.9		11.67		0.95			4.28877463581834		117.11		27.31	3.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.86		11.71		0.86			4.27013948192428		129.17		30.26	3.5E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.82		11.49		0.78			4.34783870031912		141.22		32.48	3.8E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.93		11.51		0.72			4.3514335360556		154.14		35.43	4.2E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.91		11.57		0.75			4.32685105157015		148.54		34.32	5.4E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.88		11.6		0.7			4.31264367816092		157.58		36.54	5.7E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			42.91		11.57		0.75			4.32685105157015		148.54		34.32	8E-07															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.61		9.62		0.79			5.0462577962578		136.27		27.01	7.1E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.62		0.78			5.04504504504505		137.09		27.18	7.4E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.63		0.79			5.03980616130149		136.61		27.1	7.5E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.62		0.8			5.04504504504505		135.21		26.79	7.8E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.62		0.79			5.04504504504505		136.92		27.14	7.9E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.62		0.79			5.04504504504505		136.92		27.14	7.9E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.62		0.79			5.04504504504505		135.57		26.88	8.2E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.62		0.79			5.04504504504505		135.57		26.88	8.2E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.62		0.79			5.04504504504505		136.76		27.11	8.4E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	O			41.6		9.63		0.8			5.03980616130149		135.11		26.79	8.8E-06															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			41.6		9.62		0.79			5.04504504504505		135.93		26.94	8.07E-05															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			41.6		9.62		0.79			5.04504504504505		136.09		26.97	0.0001241															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			41.6		9.62		0.79			5.04504504504505		136.02		26.96	0.0001572															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792	Copepod								Invert	H			41.6		9.62		0.79			5.04504504504505		136.04		26.97	0.0001695															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Coroniderichthus		Invert	C			40.5		7.7		1.3			6.13636363636364		80.48		13.12	0.01609														larva	Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Coroniderichthus		Invert	C			40.5		7.7		1.3			6.13636363636364		80.48		13.12	0.01688														larva	Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Coroniderichthus		Invert	C			40.5		7.7		1.3			6.13636363636364		80.48		13.12	0.01895														larva	Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Corycaeus		Invert	O			41.6		9.62		0.79			5.04504504504505		136.19		26.99	1.66E-05															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Corycaeus		Invert	O			41.6		9.62		0.79			5.04504504504505		135.78		26.92	1.87E-05															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Corycaeus		Invert	O			41.6		9.62		0.79			5.04504504504505		135.81		26.92	3.45E-05															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Corycaeus		Invert	O			41.6		9.62		0.79			5.04504504504505		135.86		26.93	3.54E-05															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Corycaeus		Invert	O			41.6		9.62		0.79			5.04504504504505		136.22		27	3.98E-05															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Cosmocalanus	darwinii	Invert	O			43.2		10.8		0.79			4.66666666666667		141.41		30.31	5.17E-05															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Cranchia		Invert	C			32.1		11.5		0.8			3.25652173913044		104.07		31.96	0.08408															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Cranchia		Invert	C			32.1		11.5		0.8			3.25652173913044		103.36		31.73	0.13958															Marine			Indivivual	Etude meme		JS	Field			molar";
"Ikeda database	Vanni_2017	10.1002/ecy.1792							Cranchia		Invert	C			32.1		11.5		0.8			3.25652173913044		103.73		31.86	0.14512															Marine			Indivivual	Etude meme		JS	Field			molar";
