Credit;Reference;doi;Class;Subclass;Superorder;Order;Suborder;Family;Genus;Species;Species_binomial;Group;Diet_full;Functional_group;Habitat;Mass_dry_full;Mass_log10;C_mean;N_mean;P_mean;CN_ratio;CP_ratio;NP_ratio;Organism_source;Stoichio_analysis;Nitrogen_calc_from_prot;Staff
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,000593;-3,226945307;51;9,6;NA;6,19;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,000601;-3,221125528;51,1;8,6;NA;6,93;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,000603;-3,219682688;51,7;10,2;NA;5,91;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;NA;NA;51,8;10,1;NA;5,98;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00068;-3,167491087;52,3;10,9;NA;5,6;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00072;-3,142667504;52,6;9,5;NA;6,46;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;NA;NA;53,1;10,2;NA;6,07;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;NA;NA;57;9,8;NA;6,78;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;NA;NA;59,5;11,4;NA;6,09;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00209;-2,679853714;NA;9,086;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00215;-2,66756154;NA;9,232;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00287;-2,542118103;NA;9,262;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00268;-2,571865206;NA;9,667;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00209;-2,679853714;NA;9,743;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00518;-2,28567024;NA;9,799;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00525;-2,279840697;NA;9,841;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00462;-2,335358024;NA;9,981;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00559;-2,252588192;NA;10,042;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;0,00962;-2,016824928;NA;10,232;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Trichoptera;Integripalpia;Calamoceratidae;Phylloicus;bromelianum;Phylloicus bromelianum;Invert;D;Invert D;Freshwater;NA;NA;35,7;6,5;NA;6,4;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;NA;NA;36,5;8;NA;5,32;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;NA;NA;37,3;8,7;NA;5;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;0,000771;-3,112945622;42,8;10,3;NA;4,85;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;0,000829;-3,081445469;43,4;9,8;NA;5,16;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;NA;NA;48,4;9,5;NA;5,94;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;0,001474;-2,831502516;51,7;11,5;NA;5,24;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;0,000395;-3,403402904;53,8;10,9;NA;5,76;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;0,000885;-3,053056729;55,4;10,2;NA;6,33;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Tipulidae;Trentepohlia;NA;Trentepohlia;Invert;D;Invert D;Freshwater;NA;NA;32,6;8,1;NA;4,69;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;42,2;9,2;NA;5,35;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;44,2;10;NA;5,15;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,000453;-3,343901798;45,5;11,2;NA;4,74;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,000896;-3,04769199;45,9;11,6;NA;4,61;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;46;4,5;NA;11,92;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,000565;-3,247951552;46,1;11,4;NA;4,72;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;48,5;10;NA;5,66;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;48,6;6,8;NA;8,33;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,000383;-3,416801226;49,2;10,9;NA;5,26;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;56,5;13,3;NA;4,95;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,000986;-3,006123085;57;7,1;NA;9,36;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;60;12,5;NA;5,6;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,01277;-1,893809103;NA;8,432;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,00574;-2,241088108;NA;8,809;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,001;-3;NA;8,923;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,00056;-3,251811973;NA;9,672;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;0,00048;-3,318758763;NA;10,506;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;NA;12,7;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Scirtidae;Scirtes;NA;Scirtes;Invert;D;Invert D;Freshwater;NA;NA;NA;12,8;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;36,9;9,1;NA;4,73;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;NA;NA;38,2;9,5;NA;4,69;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,00209;-2,679853714;42;12,8;NA;3,83;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,000869;-3,060980224;42,2;12,6;NA;3,91;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;44,6;10,6;NA;4,91;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,007305;-2,13637978;44,8;11,4;NA;4,58;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,009105;-2,04072005;46,5;11,7;NA;4,63;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;andromache;Leptagrion andromache;Invert;C;Invert C;Freshwater;NA;NA;47,1;11;NA;4,99;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,006817;-2,166406706;47,1;11,9;NA;4,62;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;andromache;Leptagrion andromache;Invert;C;Invert C;Freshwater;NA;NA;47,8;11,4;NA;4,89;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,001074;-2,968995719;48;12,4;NA;4,51;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,00195;-2,709965389;48,2;10,9;NA;5,16;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;andromache;Leptagrion andromache;Invert;C;Invert C;Freshwater;NA;NA;48,4;10,7;NA;5,27;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;andromache;Leptagrion andromache;Invert;C;Invert C;Freshwater;0,00201;-2,696803943;49,2;12,5;NA;4,59;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,003096;-2,509199048;50,5;11,9;NA;4,95;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;andromache;Leptagrion andromache;Invert;C;Invert C;Freshwater;0,008464;-2,072424345;50,5;12,2;NA;4,83;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,009526;-2,021089423;50,9;11,3;NA;5,25;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;andromache;Leptagrion andromache;Invert;C;Invert C;Freshwater;NA;NA;51,2;9,6;NA;6,22;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;51,6;13,4;NA;4,49;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,009105;-2,04072005;52,4;11,1;NA;5,5;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;andromache;Leptagrion andromache;Invert;C;Invert C;Freshwater;0,005662;-2,247030135;52,5;11,2;NA;5,47;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;54,9;11,6;NA;5,52;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;NA;NA;55,7;14;NA;4,64;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;56,7;13,6;NA;4,86;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;58,1;14,7;NA;4,61;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;63,1;15,3;NA;4,81;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;NA;Leptagrion;Invert;C;Invert C;Freshwater;NA;NA;65,3;14,6;NA;5,22;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0148;-1,829738285;NA;9;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0104;-1,982966661;NA;9,5;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0116;-1,935542011;NA;9,6;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0116;-1,935542011;NA;10,7;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0103;-1,987162775;NA;10,9;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0066;-2,180456064;NA;11,5;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0054;-2,26760624;NA;12,6;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0067;-2,173925197;NA;12,7;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0045;-2,346787486;NA;12,9;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0017;-2,769551079;NA;13;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0026;-2,585026652;NA;13;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0048;-2,318758763;NA;13,4;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0024;-2,619788758;NA;13,5;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0024;-2,619788758;NA;13,6;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;7,00E-04;-3,15490196;NA;13,8;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0015;-2,823908741;NA;14,1;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;8,00E-04;-3,096910013;NA;14,7;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0011;-2,958607315;NA;15,1;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;Pterygota;NA;Odonata;Zygoptera;Coenagrionidae;Leptagrion;elongatum;Leptagrion elongatum;Invert;C;Invert C;Freshwater;0,0025;-2,602059991;NA;15,8;NA;NA;NA;NA;Field;Whole body;No;BA
Gonzales_et_al_2018;NA;10.1111/1365-2435.13197;Insecta;NA;NA;Diptera;NA;Dolychopodidae;NA;NA;NA;Invert;C;Invert C;Freshwater;NA;NA;49,2;11;NA;5,22;NA;NA;Field;Whole body;No;BA
